customerID,tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,Churn
CUST1212,61,107.71,7434.03,Month-to-month,Mailed check,No
CUST1213,36,44.32,6996.89,One year,Mailed check,No
CUST1214,24,75.06,1093.51,Two year,Bank transfer,No
CUST1215,47,39.25,1398.86,Month-to-month,Credit card,No
CUST1216,64,30.19,2873.97,Month-to-month,Mailed check,No
CUST1217,52,111.11,2340.14,Two year,Bank transfer,No
CUST1218,14,102.05,4925.87,Two year,Bank transfer,Yes
CUST1219,48,96.0,7224.15,One year,Electronic check,Yes
CUST1220,67,24.88,7699.09,Month-to-month,Credit card,Yes
CUST1221,11,104.37,5235.75,Month-to-month,Bank transfer,No
CUST1222,58,63.8,6708.51,One year,Electronic check,Yes
CUST1223,36,54.24,4211.11,Two year,Bank transfer,No
CUST1224,60,74.65,1682.45,Two year,Credit card,No
CUST1225,42,29.14,4207.01,Month-to-month,Bank transfer,No
CUST1226,69,95.66,4449.56,Month-to-month,Bank transfer,No
CUST1227,38,78.24,5944.81,Month-to-month,Mailed check,Yes
CUST1228,55,38.66,1774.67,Two year,Mailed check,Yes
CUST1229,62,38.82,2959.12,One year,Electronic check,Yes
CUST1230,45,38.42,2924.94,Month-to-month,Bank transfer,No
CUST1231,10,25.7,7676.33,Month-to-month,Electronic check,No
CUST1232,61,78.78,3562.68,Month-to-month,Credit card,Yes
CUST1233,24,104.03,6045.65,Month-to-month,Electronic check,No
CUST1234,70,21.75,6011.47,Two year,Bank transfer,No
CUST1235,51,24.9,2139.04,One year,Mailed check,No
CUST1236,3,77.28,4583.52,Month-to-month,Mailed check,Yes
CUST1237,58,101.95,7156.54,Month-to-month,Electronic check,No
CUST1238,71,52.67,3812.08,Two year,Mailed check,No
CUST1239,19,54.96,7562.04,Month-to-month,Bank transfer,No
CUST1240,62,79.63,1731.38,Month-to-month,Bank transfer,No
CUST1241,53,47.42,611.79,Two year,Credit card,No
CUST1242,56,22.66,7133.8,Two year,Mailed check,Yes
CUST1243,40,93.52,6784.5,Two year,Mailed check,No
CUST1244,2,82.56,7940.87,Month-to-month,Credit card,No
CUST1245,5,78.08,5441.56,Month-to-month,Electronic check,No
CUST1246,4,94.17,7494.77,Month-to-month,Credit card,No
CUST1247,4,87.52,6619.05,Month-to-month,Mailed check,No
CUST1248,53,40.59,6758.52,One year,Electronic check,No
CUST1249,46,55.25,4561.75,Month-to-month,Bank transfer,No
CUST1250,48,32.61,3071.27,One year,Bank transfer,No
CUST1251,8,32.99,7477.77,Month-to-month,Credit card,No
CUST1252,19,87.62,3468.3,Month-to-month,Bank transfer,No
CUST1253,60,105.86,4319.78,Two year,Mailed check,No
CUST1254,34,116.27,3579.99,Month-to-month,Credit card,No
CUST1255,49,82.83,4527.25,Month-to-month,Mailed check,Yes
CUST1256,61,38.41,3774.63,Month-to-month,Mailed check,No
CUST1257,16,30.57,402.78,Month-to-month,Electronic check,No
CUST1258,2,101.29,7058.74,Month-to-month,Electronic check,No
CUST1259,31,77.88,3566.26,Month-to-month,Electronic check,No
CUST1260,12,81.83,4719.77,One year,Bank transfer,No
CUST1261,67,98.15,1130.72,Two year,Electronic check,No
CUST1262,13,90.33,47.04,Month-to-month,Mailed check,No
CUST1263,10,103.45,1977.41,Month-to-month,Credit card,No
CUST1264,55,25.62,5642.6,One year,Credit card,Yes
CUST1265,66,94.75,811.57,Month-to-month,Mailed check,No
CUST1266,28,105.09,7272.92,One year,Bank transfer,No
CUST1267,8,48.61,1735.88,One year,Credit card,No
CUST1268,66,84.04,1652.66,Month-to-month,Mailed check,No
CUST1269,24,51.42,1468.43,Two year,Mailed check,No
CUST1270,41,115.8,131.57,Two year,Mailed check,No
CUST1271,8,23.34,6179.01,Two year,Credit card,No
CUST1272,39,77.98,7002.78,Month-to-month,Credit card,No
CUST1273,24,36.65,4921.02,Month-to-month,Electronic check,No
CUST1274,4,91.22,1521.84,Two year,Electronic check,No
CUST1275,10,37.59,2296.52,Month-to-month,Mailed check,No
CUST1276,58,43.54,3817.9,Two year,Mailed check,No
CUST1277,37,69.44,7635.68,Month-to-month,Mailed check,No
CUST1278,71,111.48,1993.86,Month-to-month,Mailed check,Yes
CUST1279,4,41.17,5858.53,One year,Credit card,Yes
CUST1280,47,34.42,3526.8,One year,Electronic check,Yes
CUST1281,17,95.9,2396.82,One year,Bank transfer,No
CUST1282,69,70.06,3658.21,Two year,Mailed check,No
CUST1283,36,111.18,588.23,Month-to-month,Electronic check,Yes
CUST1284,59,34.66,6393.53,Month-to-month,Mailed check,Yes
CUST1285,47,84.59,1961.55,Two year,Credit card,No
CUST1286,27,43.29,5808.79,Month-to-month,Bank transfer,No
CUST1287,68,35.68,565.42,One year,Electronic check,Yes
CUST1288,39,88.34,7641.69,Month-to-month,Electronic check,No
CUST1289,44,79.37,1560.26,Month-to-month,Bank transfer,Yes
CUST1290,61,95.48,7064.28,Month-to-month,Credit card,No
CUST1291,57,50.95,6479.6,Month-to-month,Bank transfer,Yes
CUST1292,66,64.8,7743.52,Two year,Electronic check,No
CUST1293,55,60.55,3833.57,One year,Bank transfer,No
CUST1294,39,118.41,5824.63,One year,Credit card,No
CUST1295,39,49.22,2978.27,Month-to-month,Credit card,Yes
CUST1296,32,49.48,1491.26,Month-to-month,Mailed check,No
CUST1297,5,55.45,3555.75,Month-to-month,Bank transfer,No
CUST1298,18,76.46,1342.68,Month-to-month,Bank transfer,No
CUST1299,39,45.23,7856.72,Month-to-month,Electronic check,No
CUST1300,58,111.53,788.05,Month-to-month,Credit card,No
CUST1301,58,46.57,4721.91,Month-to-month,Bank transfer,No
CUST1302,47,109.58,5019.18,Month-to-month,Electronic check,Yes
CUST1303,40,30.35,4313.87,Month-to-month,Mailed check,No
CUST1304,12,85.66,5304.24,Month-to-month,Bank transfer,No
CUST1305,44,110.7,947.12,Month-to-month,Bank transfer,No
CUST1306,52,36.87,4449.05,Month-to-month,Electronic check,Yes
CUST1307,41,116.83,2311.96,Two year,Electronic check,Yes
CUST1308,62,65.29,7522.6,Month-to-month,Credit card,No
CUST1309,26,114.57,6101.33,Two year,Credit card,No
CUST1310,37,87.68,7780.67,Month-to-month,Credit card,No
CUST1311,59,50.16,319.7,Two year,Bank transfer,No
CUST1312,6,38.83,2295.36,Month-to-month,Electronic check,No
CUST1313,4,50.37,1579.47,One year,Credit card,No
CUST1314,44,29.3,109.01,Month-to-month,Bank transfer,Yes
CUST1315,57,34.39,1953.76,One year,Credit card,No
CUST1316,30,30.47,5436.63,Month-to-month,Mailed check,No
CUST1317,22,62.29,1864.09,Month-to-month,Bank transfer,No
CUST1318,41,99.56,4081.85,One year,Credit card,Yes
CUST1319,9,34.14,7104.79,Month-to-month,Credit card,Yes
CUST1320,31,33.03,5556.19,Two year,Mailed check,Yes
CUST1321,52,84.34,3169.14,Month-to-month,Mailed check,No
CUST1322,29,39.72,2992.3,Month-to-month,Credit card,No
CUST1323,38,29.76,3656.77,One year,Credit card,Yes
CUST1324,30,36.68,1432.79,Month-to-month,Electronic check,Yes
CUST1325,1,112.37,5079.33,Month-to-month,Credit card,Yes
CUST1326,11,102.15,2925.94,One year,Credit card,No
CUST1327,38,55.41,6821.88,One year,Electronic check,Yes
CUST1328,65,85.58,6057.29,Two year,Electronic check,No
CUST1329,12,73.73,4891.9,Month-to-month,Credit card,No
CUST1330,45,87.71,2926.33,Month-to-month,Electronic check,No
CUST1331,26,88.27,1695.26,Month-to-month,Bank transfer,No
CUST1332,16,82.87,6213.69,Month-to-month,Mailed check,No
CUST1333,59,46.61,3901.54,One year,Bank transfer,No
CUST1334,63,23.9,1813.51,Month-to-month,Mailed check,No
CUST1335,34,65.56,1577.49,Month-to-month,Mailed check,No
CUST1336,69,109.1,1339.9,Month-to-month,Credit card,No
CUST1337,29,76.95,6221.75,One year,Mailed check,No
CUST1338,70,103.24,1847.32,Two year,Bank transfer,No
CUST1339,62,119.16,4222.61,One year,Credit card,No
CUST1340,27,36.36,3623.34,Month-to-month,Electronic check,No
CUST1341,59,89.18,4645.29,One year,Bank transfer,No
CUST1342,36,87.43,7019.7,One year,Credit card,Yes
CUST1343,21,118.0,6944.62,Month-to-month,Mailed check,No
CUST1344,67,118.56,3619.59,Month-to-month,Bank transfer,No
CUST1345,19,88.67,142.62,Month-to-month,Mailed check,No
CUST1346,67,44.36,3423.02,Month-to-month,Credit card,No
CUST1347,63,99.86,4857.42,Two year,Credit card,Yes
CUST1348,16,30.7,4470.96,Month-to-month,Electronic check,No
CUST1349,11,98.07,5217.66,Month-to-month,Electronic check,No
CUST1350,21,111.02,1249.52,Two year,Bank transfer,Yes
CUST1351,16,58.28,5179.35,Two year,Electronic check,No
CUST1352,9,83.06,1477.56,One year,Mailed check,Yes
CUST1353,64,63.01,6009.18,Month-to-month,Mailed check,Yes
CUST1354,21,63.78,2725.92,Month-to-month,Electronic check,Yes
CUST1355,49,51.04,5684.97,Month-to-month,Electronic check,No
CUST1356,13,96.21,401.97,Month-to-month,Electronic check,No
CUST1357,63,113.62,3274.72,Month-to-month,Bank transfer,Yes
CUST1358,46,114.08,5646.18,Month-to-month,Bank transfer,No
CUST1359,28,37.48,1830.43,Month-to-month,Mailed check,Yes
CUST1360,35,107.47,6366.39,Month-to-month,Bank transfer,No
CUST1361,51,93.74,5053.62,Month-to-month,Bank transfer,Yes
CUST1362,6,45.28,4708.74,One year,Credit card,Yes
CUST1363,28,26.73,2841.32,One year,Mailed check,Yes
CUST1364,10,46.8,3869.96,Month-to-month,Mailed check,No
CUST1365,32,111.22,4786.85,Month-to-month,Electronic check,No
CUST1366,5,83.32,3790.25,Month-to-month,Credit card,No
CUST1367,31,92.11,5592.54,Month-to-month,Electronic check,Yes
CUST1368,50,45.72,3480.9,Month-to-month,Bank transfer,No
CUST1369,57,91.94,1634.14,Two year,Mailed check,No
CUST1370,25,22.81,1727.19,Two year,Bank transfer,Yes
CUST1371,45,57.53,66.31,One year,Bank transfer,Yes
CUST1372,28,82.68,2421.64,Two year,Credit card,Yes
CUST1373,3,34.61,5996.36,One year,Credit card,No
CUST1374,12,102.3,6357.42,Month-to-month,Mailed check,No
CUST1375,38,43.5,1635.69,Two year,Mailed check,No
CUST1376,14,85.23,7673.17,Month-to-month,Credit card,Yes
CUST1377,28,60.52,4029.17,One year,Credit card,No
CUST1378,28,79.6,7337.49,Month-to-month,Credit card,No
CUST1379,31,30.75,5659.99,Month-to-month,Credit card,Yes
CUST1380,1,21.69,5785.02,One year,Mailed check,No
CUST1381,46,110.96,698.65,Month-to-month,Mailed check,No
CUST1382,21,46.96,1775.53,Month-to-month,Bank transfer,Yes
CUST1383,26,101.97,90.34,Month-to-month,Bank transfer,No
CUST1384,66,119.94,5734.7,Month-to-month,Bank transfer,No
CUST1385,55,41.14,2768.62,Two year,Mailed check,No
CUST1386,20,46.52,6297.49,One year,Electronic check,No
CUST1387,46,86.29,2724.71,Month-to-month,Bank transfer,Yes
CUST1388,58,116.54,6558.28,Month-to-month,Electronic check,No
CUST1389,5,111.58,1062.97,Two year,Electronic check,No
CUST1390,18,70.29,1403.52,Month-to-month,Electronic check,No
CUST1391,56,99.51,2740.19,Month-to-month,Credit card,No
CUST1392,68,33.57,3279.73,Month-to-month,Mailed check,No
CUST1393,2,117.74,2802.65,Two year,Mailed check,Yes
CUST1394,0,116.44,6113.9,Month-to-month,Bank transfer,Yes
CUST1395,57,36.37,793.67,Month-to-month,Bank transfer,No
CUST1396,37,49.94,2822.71,Month-to-month,Mailed check,Yes
CUST1397,14,30.02,6701.18,Month-to-month,Credit card,No
CUST1398,33,47.17,553.04,Month-to-month,Mailed check,No
CUST1399,60,101.6,7539.9,Month-to-month,Electronic check,No
CUST1400,34,57.83,7890.81,Month-to-month,Mailed check,No
CUST1401,63,28.84,726.77,Month-to-month,Credit card,No
CUST1402,24,54.22,2344.35,Month-to-month,Mailed check,No
CUST1403,23,118.14,2991.76,Two year,Mailed check,Yes
CUST1404,11,82.97,6215.6,Two year,Mailed check,No
CUST1405,17,61.62,4775.5,Month-to-month,Electronic check,No
CUST1406,14,36.65,5162.04,Month-to-month,Bank transfer,Yes
CUST1407,26,118.62,6064.93,Month-to-month,Credit card,No
CUST1408,71,102.08,961.47,One year,Electronic check,Yes
CUST1409,59,48.15,6669.01,One year,Mailed check,Yes
CUST1410,45,27.01,5650.85,Month-to-month,Mailed check,Yes
CUST1411,16,25.66,4627.19,One year,Bank transfer,No
CUST1412,52,32.04,7120.09,One year,Bank transfer,No
CUST1413,7,78.08,5608.44,Two year,Bank transfer,No
CUST1414,26,112.88,1629.57,Month-to-month,Electronic check,No
CUST1415,45,69.67,3449.37,Month-to-month,Credit card,No
CUST1416,49,104.29,3962.46,Month-to-month,Bank transfer,No
CUST1417,70,64.59,460.64,Two year,Mailed check,No
CUST1418,2,90.86,7638.01,One year,Credit card,Yes
CUST1419,63,93.19,1046.05,Month-to-month,Mailed check,No
CUST1420,43,37.4,5585.74,Month-to-month,Mailed check,Yes
CUST1421,52,56.12,4059.72,Month-to-month,Credit card,Yes
CUST1422,23,83.73,224.55,Month-to-month,Electronic check,No
CUST1423,59,27.07,7399.48,Month-to-month,Credit card,No
CUST1424,2,56.15,6817.66,Month-to-month,Bank transfer,No
CUST1425,19,73.48,4203.58,Month-to-month,Credit card,No
CUST1426,45,119.62,1846.96,One year,Bank transfer,No
CUST1427,14,67.45,990.55,Month-to-month,Bank transfer,No
CUST1428,24,101.61,2919.87,Month-to-month,Credit card,No
CUST1429,70,63.21,2058.32,Month-to-month,Credit card,No
CUST1430,16,99.64,4063.4,Two year,Bank transfer,No
CUST1431,8,79.54,7731.95,Month-to-month,Mailed check,No
CUST1432,37,108.66,4608.13,Two year,Credit card,No
CUST1433,47,61.09,7121.65,Month-to-month,Electronic check,No
CUST1434,59,80.43,5214.01,Two year,Bank transfer,No
CUST1435,62,83.0,3812.47,Two year,Mailed check,No
CUST1436,1,61.74,6839.77,Month-to-month,Credit card,Yes
CUST1437,71,34.43,3781.52,Two year,Credit card,No
CUST1438,10,29.36,6951.65,Month-to-month,Mailed check,No
CUST1439,63,21.67,2346.78,Month-to-month,Electronic check,No
CUST1440,71,107.35,1047.93,Month-to-month,Bank transfer,No
CUST1441,20,43.65,6845.41,Month-to-month,Credit card,Yes
CUST1442,17,41.15,4707.57,One year,Electronic check,No
CUST1443,63,93.6,7114.96,One year,Bank transfer,Yes
CUST1444,37,52.0,7503.86,Month-to-month,Electronic check,No
CUST1445,31,70.6,447.95,Month-to-month,Bank transfer,No
CUST1446,10,36.25,4017.74,Month-to-month,Bank transfer,No
CUST1447,44,115.97,3012.22,One year,Electronic check,No
CUST1448,32,105.16,5014.35,Month-to-month,Bank transfer,No
CUST1449,40,106.38,6352.86,Two year,Credit card,No
CUST1450,7,60.68,2259.11,Month-to-month,Credit card,Yes
CUST1451,10,96.24,4463.25,Month-to-month,Electronic check,No
CUST1452,50,34.39,5675.65,Two year,Electronic check,Yes
CUST1453,40,20.86,1092.76,Month-to-month,Bank transfer,Yes
CUST1454,16,22.0,6516.25,Month-to-month,Bank transfer,No
CUST1455,45,78.66,4856.75,Month-to-month,Electronic check,No
CUST1456,31,65.54,7597.31,Month-to-month,Mailed check,No
CUST1457,53,71.8,2729.44,Two year,Electronic check,Yes
CUST1458,19,20.75,883.0,Month-to-month,Mailed check,Yes
CUST1459,32,62.27,4061.88,Month-to-month,Mailed check,No
CUST1460,39,91.81,704.77,Month-to-month,Electronic check,No
CUST1461,31,64.27,7756.82,Month-to-month,Electronic check,No
CUST1462,1,93.22,328.71,One year,Electronic check,Yes
CUST1463,32,43.3,6032.96,Two year,Mailed check,Yes
CUST1464,29,101.31,4210.32,Two year,Credit card,Yes
CUST1465,32,78.84,2961.59,Month-to-month,Credit card,No
CUST1466,25,41.08,545.42,Month-to-month,Electronic check,Yes
CUST1467,21,43.67,4984.89,Month-to-month,Electronic check,No
CUST1468,65,82.8,4690.06,One year,Bank transfer,Yes
CUST1469,37,102.99,2261.45,Month-to-month,Bank transfer,No
CUST1470,45,61.56,7283.57,Month-to-month,Bank transfer,Yes
CUST1471,14,45.83,2446.8,Two year,Electronic check,No
CUST1472,43,106.7,3608.81,Month-to-month,Credit card,Yes
CUST1473,48,86.93,4359.22,Month-to-month,Credit card,No
CUST1474,60,64.81,819.85,Month-to-month,Electronic check,No
CUST1475,66,68.79,7458.65,Month-to-month,Electronic check,Yes
CUST1476,5,40.43,3008.8,Month-to-month,Mailed check,No
CUST1477,8,82.68,664.62,Month-to-month,Mailed check,No
CUST1478,5,55.87,3110.58,Month-to-month,Credit card,No
CUST1479,31,119.56,4809.62,Month-to-month,Bank transfer,No
CUST1480,40,68.02,4118.95,One year,Credit card,No
CUST1481,7,68.59,5562.44,Month-to-month,Mailed check,Yes
CUST1482,71,76.59,462.76,One year,Credit card,Yes
CUST1483,49,111.68,2290.63,Month-to-month,Mailed check,No
CUST1484,61,100.08,6557.46,Month-to-month,Mailed check,No
CUST1485,61,65.11,657.55,Two year,Bank transfer,Yes
CUST1486,6,91.87,6846.78,Month-to-month,Bank transfer,No
CUST1487,3,78.62,753.33,Month-to-month,Mailed check,Yes
CUST1488,5,69.24,6678.94,Two year,Electronic check,No
CUST1489,57,39.23,2899.09,Month-to-month,Bank transfer,No
CUST1490,21,66.39,4905.43,Month-to-month,Mailed check,No
CUST1491,25,44.58,1240.04,Month-to-month,Electronic check,No
CUST1492,2,111.48,548.03,One year,Electronic check,No
CUST1493,40,53.54,1743.19,Two year,Credit card,No
CUST1494,59,115.23,1040.27,Month-to-month,Credit card,No
CUST1495,13,73.31,2513.0,Month-to-month,Bank transfer,Yes
CUST1496,11,83.15,4124.78,Month-to-month,Electronic check,No
CUST1497,11,74.29,4718.3,Month-to-month,Bank transfer,No
CUST1498,12,32.94,6323.15,Month-to-month,Mailed check,No
CUST1499,24,57.58,5256.79,Month-to-month,Bank transfer,No
CUST1500,44,29.91,4877.89,Month-to-month,Electronic check,No
CUST1501,18,82.3,3306.02,Month-to-month,Credit card,Yes
CUST1502,54,64.69,3800.99,Two year,Bank transfer,No
CUST1503,44,97.8,3327.88,Month-to-month,Credit card,No
CUST1504,7,42.05,6740.48,Month-to-month,Bank transfer,No
CUST1505,52,36.46,1855.4,Month-to-month,Mailed check,No
CUST1506,54,60.63,65.65,Two year,Electronic check,Yes
CUST1507,31,112.66,5217.53,One year,Bank transfer,No
CUST1508,50,91.04,1635.65,One year,Mailed check,No
CUST1509,43,61.89,7123.12,Month-to-month,Mailed check,No
CUST1510,69,71.73,6875.19,Two year,Mailed check,No
CUST1511,17,28.42,632.28,Month-to-month,Credit card,No
CUST1512,21,118.46,868.98,Month-to-month,Credit card,No
CUST1513,36,86.64,3971.47,Month-to-month,Mailed check,No
CUST1514,55,48.54,4881.6,Two year,Mailed check,No
CUST1515,58,78.58,2213.77,One year,Bank transfer,No
CUST1516,2,30.95,5740.05,Two year,Bank transfer,No
CUST1517,27,116.58,4767.43,Two year,Electronic check,Yes
CUST1518,34,37.48,2612.1,Month-to-month,Bank transfer,No
CUST1519,60,84.8,222.46,Month-to-month,Electronic check,No
CUST1520,53,44.55,6006.2,Month-to-month,Electronic check,No
CUST1521,62,91.76,1733.73,Two year,Electronic check,No
CUST1522,6,97.68,6679.1,Month-to-month,Credit card,Yes
CUST1523,48,87.34,3373.92,Two year,Bank transfer,No
CUST1524,30,81.45,4625.08,Month-to-month,Mailed check,Yes
CUST1525,57,109.25,6986.13,Month-to-month,Electronic check,Yes
CUST1526,60,27.86,6911.71,Month-to-month,Mailed check,No
CUST1527,23,53.09,2984.73,Month-to-month,Electronic check,No
CUST1528,19,44.83,1686.93,Two year,Bank transfer,No
CUST1529,36,118.8,6205.67,Month-to-month,Electronic check,Yes
CUST1530,3,58.94,3475.98,Month-to-month,Bank transfer,No
CUST1531,19,93.26,1552.5,Month-to-month,Mailed check,No
CUST1532,59,88.47,7237.31,Month-to-month,Bank transfer,Yes
CUST1533,23,41.21,1600.87,Month-to-month,Mailed check,No
CUST1534,49,43.9,225.94,Month-to-month,Bank transfer,Yes
CUST1535,48,48.13,181.83,Two year,Electronic check,No
CUST1536,50,61.11,4986.08,Month-to-month,Electronic check,No
CUST1537,35,43.43,5300.17,Month-to-month,Bank transfer,No
CUST1538,65,21.97,2502.11,Month-to-month,Mailed check,No
CUST1539,33,107.94,2573.69,Month-to-month,Mailed check,No
CUST1540,35,116.56,2729.16,Month-to-month,Mailed check,No
CUST1541,5,54.16,5447.67,Month-to-month,Bank transfer,No
CUST1542,38,53.85,483.91,Month-to-month,Bank transfer,No
CUST1543,41,20.71,7434.35,One year,Bank transfer,No
CUST1544,57,88.03,1795.72,Month-to-month,Bank transfer,No
CUST1545,11,102.54,7997.39,One year,Mailed check,Yes
CUST1546,2,34.66,1388.75,Two year,Mailed check,Yes
CUST1547,17,35.97,6176.94,Month-to-month,Credit card,No
CUST1548,39,99.01,1802.83,Month-to-month,Bank transfer,Yes
CUST1549,20,81.63,665.16,Month-to-month,Credit card,No
CUST1550,14,24.49,7001.97,Month-to-month,Bank transfer,No
CUST1551,25,82.25,6872.84,Two year,Credit card,No
CUST1552,7,50.89,3240.49,One year,Mailed check,No
CUST1553,41,56.87,5625.12,Month-to-month,Mailed check,No
CUST1554,43,96.97,4465.39,Month-to-month,Credit card,Yes
CUST1555,13,101.09,6826.59,Month-to-month,Electronic check,No
CUST1556,1,60.04,2534.15,Month-to-month,Bank transfer,No
CUST1557,36,114.72,4198.91,One year,Credit card,Yes
CUST1558,68,60.65,3893.27,Month-to-month,Credit card,Yes
CUST1559,37,97.18,2844.17,Month-to-month,Electronic check,Yes
CUST1560,40,68.39,7133.81,One year,Mailed check,Yes
CUST1561,61,109.75,1343.71,Month-to-month,Credit card,Yes
CUST1562,59,110.78,1213.08,Month-to-month,Mailed check,No
CUST1563,13,28.74,4623.74,Month-to-month,Bank transfer,No
CUST1564,1,113.65,5266.8,Month-to-month,Electronic check,No
CUST1565,69,102.55,1573.06,One year,Mailed check,Yes
CUST1566,16,99.13,3137.93,Two year,Credit card,No
CUST1567,27,40.09,7573.58,Month-to-month,Electronic check,No
CUST1568,65,100.51,1988.01,Two year,Electronic check,No
CUST1569,34,105.01,5353.52,Month-to-month,Electronic check,No
CUST1570,4,48.92,5926.39,One year,Electronic check,No
CUST1571,64,115.23,3596.07,Two year,Electronic check,No
CUST1572,39,24.99,7501.46,Month-to-month,Bank transfer,No
CUST1573,55,34.99,5898.52,Two year,Bank transfer,Yes
CUST1574,35,73.76,3674.24,Month-to-month,Electronic check,No
CUST1575,44,77.58,4563.29,Month-to-month,Credit card,No
CUST1576,22,84.52,5547.06,One year,Credit card,Yes
CUST1577,46,21.7,4745.68,Two year,Bank transfer,No
CUST1578,30,116.04,7032.01,Two year,Mailed check,No
CUST1579,10,24.46,2867.97,One year,Electronic check,No
CUST1580,9,34.31,2413.09,Month-to-month,Credit card,No
CUST1581,66,21.4,1726.43,Month-to-month,Bank transfer,No
CUST1582,13,76.69,321.51,Two year,Bank transfer,No
CUST1583,9,113.23,363.25,Month-to-month,Mailed check,No
CUST1584,0,86.59,6963.04,One year,Mailed check,No
CUST1585,4,102.27,5433.58,Month-to-month,Credit card,No
CUST1586,19,21.33,5291.05,One year,Mailed check,No
CUST1587,7,74.2,4924.85,Month-to-month,Mailed check,No
CUST1588,42,65.96,6796.77,Two year,Electronic check,No
CUST1589,0,69.9,3852.53,Month-to-month,Bank transfer,No
CUST1590,56,27.22,6965.88,Two year,Bank transfer,No
CUST1591,63,88.44,2888.37,Month-to-month,Mailed check,Yes
CUST1592,27,70.32,7415.13,Month-to-month,Bank transfer,No
CUST1593,36,96.51,5595.28,One year,Bank transfer,No
CUST1594,46,68.53,2072.27,One year,Credit card,No
CUST1595,36,34.94,4521.4,Two year,Bank transfer,No
CUST1596,48,84.83,4273.58,Month-to-month,Mailed check,No
CUST1597,43,37.24,1120.43,Month-to-month,Credit card,No
CUST1598,55,107.24,4738.12,Month-to-month,Bank transfer,No
CUST1599,27,81.31,2531.99,Month-to-month,Bank transfer,No
CUST1600,5,35.72,437.74,Two year,Credit card,Yes
CUST1601,60,116.23,7590.28,Month-to-month,Credit card,Yes
CUST1602,19,71.84,5139.09,Month-to-month,Bank transfer,No
CUST1603,1,27.29,7017.81,Month-to-month,Electronic check,No
CUST1604,36,82.68,5414.93,Month-to-month,Electronic check,No
CUST1605,19,45.32,2868.73,Month-to-month,Bank transfer,No
CUST1606,25,100.37,4111.25,Month-to-month,Bank transfer,Yes
CUST1607,28,101.78,5412.46,Month-to-month,Credit card,No
CUST1608,0,117.89,7682.81,Month-to-month,Credit card,No
CUST1609,34,70.19,2044.28,Two year,Bank transfer,Yes
CUST1610,69,65.5,7002.32,Month-to-month,Bank transfer,Yes
CUST1611,58,95.35,7394.14,Month-to-month,Bank transfer,No
CUST1612,68,33.25,5369.92,Two year,Bank transfer,No
CUST1613,32,74.69,7451.51,One year,Electronic check,Yes
CUST1614,50,74.62,3195.07,Two year,Credit card,No
CUST1615,11,28.95,7625.07,Two year,Mailed check,No
CUST1616,19,61.8,5628.21,Month-to-month,Bank transfer,No
CUST1617,52,105.33,355.21,One year,Bank transfer,No
CUST1618,42,105.62,7256.85,Month-to-month,Bank transfer,No
CUST1619,49,29.92,3886.09,Month-to-month,Mailed check,Yes
CUST1620,28,29.07,3693.41,Two year,Credit card,Yes
CUST1621,56,46.27,4540.4,Month-to-month,Credit card,No
CUST1622,38,107.48,1212.09,One year,Bank transfer,No
CUST1623,55,32.89,3763.95,One year,Bank transfer,No
CUST1624,42,92.0,6652.4,Month-to-month,Credit card,No
CUST1625,49,30.12,143.55,Two year,Mailed check,No
CUST1626,22,82.31,2197.88,Month-to-month,Bank transfer,Yes
CUST1627,43,55.61,39.59,Month-to-month,Mailed check,No
CUST1628,37,98.89,3337.38,Two year,Mailed check,Yes
CUST1629,22,43.37,5831.96,Month-to-month,Credit card,No
CUST1630,44,83.92,6394.2,One year,Bank transfer,Yes
CUST1631,51,43.57,7562.61,Month-to-month,Electronic check,Yes
CUST1632,49,91.37,4875.87,Month-to-month,Credit card,Yes
CUST1633,7,107.37,2051.92,Two year,Credit card,No
CUST1634,0,32.68,7394.7,Month-to-month,Electronic check,Yes
CUST1635,7,106.66,6207.02,Month-to-month,Bank transfer,No
CUST1636,28,79.36,4603.94,Month-to-month,Mailed check,No
CUST1637,4,32.71,5571.21,Two year,Mailed check,No
CUST1638,46,62.75,7396.04,Month-to-month,Mailed check,No
CUST1639,33,36.09,5704.9,Two year,Bank transfer,No
CUST1640,64,90.03,2959.63,Month-to-month,Credit card,No
CUST1641,54,95.89,5709.97,One year,Credit card,No
CUST1642,42,30.58,341.42,Two year,Credit card,No
CUST1643,29,70.61,3103.6,Month-to-month,Credit card,No
CUST1644,16,101.46,3262.46,Month-to-month,Credit card,No
CUST1645,25,113.62,1351.37,One year,Electronic check,No
CUST1646,7,71.35,204.22,One year,Mailed check,No
CUST1647,46,115.03,1084.38,Month-to-month,Mailed check,No
CUST1648,71,73.57,5243.88,One year,Bank transfer,No
CUST1649,45,59.42,6422.26,One year,Electronic check,Yes
CUST1650,67,104.82,7905.86,Two year,Credit card,Yes
CUST1651,32,69.3,2783.98,One year,Credit card,No
CUST1652,0,67.19,4803.05,Month-to-month,Credit card,No
CUST1653,18,69.03,7498.42,Two year,Electronic check,Yes
CUST1654,30,104.68,1352.99,Month-to-month,Bank transfer,No
CUST1655,13,103.19,5746.81,Month-to-month,Electronic check,No
CUST1656,52,60.35,6044.73,Month-to-month,Bank transfer,No
CUST1657,47,53.33,730.02,Month-to-month,Mailed check,No
CUST1658,68,69.19,6892.77,Month-to-month,Bank transfer,No
